house_id,date,day,isholiday,weather,neighborhood_type,waste_weight,day_encoded,neighborhood_encoded,weather_encoded,previous_day_waste
64,2023-01-01,Sunday,1,Sunny,Residential,5.5542529266493865,3,1,2,8.948237428837846
65,2023-01-01,Sunday,1,Sunny,Residential,9.07267206476413,3,1,2,8.948237428837846
66,2023-01-01,Sunday,1,Sunny,Residential,6.170618137477446,3,1,2,8.948237428837846
67,2023-01-01,Sunday,1,Sunny,Residential,9.24109643192347,3,1,2,8.948237428837846
68,2023-01-01,Sunday,1,Sunny,Commercial,14.678125246273874,3,0,2,8.948237428837846
69,2023-01-01,Sunday,1,Sunny,Residential,7.223471202046772,3,1,2,8.948237428837846
70,2023-01-01,Sunday,1,Sunny,Commercial,13.228975252342302,3,0,2,8.948237428837846
71,2023-01-01,Sunday,1,Sunny,Residential,7.286509948463611,3,1,2,8.948237428837846
72,2023-01-01,Sunday,1,Sunny,Residential,9.11224359706793,3,1,2,8.948237428837846
73,2023-01-01,Sunday,1,Sunny,Residential,10.087721221837317,3,1,2,8.948237428837846
74,2023-01-01,Sunday,1,Sunny,Commercial,16.05289632266939,3,0,2,8.948237428837846
75,2023-01-01,Sunday,1,Sunny,Residential,10.72777304883421,3,1,2,8.948237428837846
76,2023-01-01,Sunday,1,Sunny,Residential,13.078325432538666,3,1,2,8.948237428837846
77,2023-01-01,Sunday,1,Sunny,Residential,7.351018084342213,3,1,2,8.948237428837846
78,2023-01-01,Sunday,1,Sunny,Residential,7.58826656580899,3,1,2,8.948237428837846
79,2023-01-01,Sunday,1,Sunny,Residential,5.119917104632404,3,1,2,8.948237428837846
80,2023-01-01,Sunday,1,Sunny,Residential,10.38145451222728,3,1,2,8.948237428837846
81,2023-01-01,Sunday,1,Sunny,Commercial,17.598793628528973,3,0,2,8.948237428837846
82,2023-01-01,Sunday,1,Sunny,Residential,6.2657076879008935,3,1,2,8.948237428837846
83,2023-01-01,Sunday,1,Sunny,Residential,9.23528169102229,3,1,2,8.948237428837846
84,2023-01-01,Sunday,1,Sunny,Residential,10.43414159396022,3,1,2,8.948237428837846
85,2023-01-01,Sunday,1,Sunny,Residential,8.45257653899775,3,1,2,8.948237428837846
86,2023-01-01,Sunday,1,Sunny,Residential,9.694802865153278,3,1,2,8.948237428837846
87,2023-01-01,Sunday,1,Sunny,Residential,8.349666023982943,3,1,2,8.948237428837846
88,2023-01-01,Sunday,1,Sunny,Residential,5.566290215281522,3,1,2,8.948237428837846
89,2023-01-01,Sunday,1,Sunny,Commercial,17.09869478464173,3,0,2,8.948237428837846
90,2023-01-01,Sunday,1,Sunny,Residential,10.650211323028401,3,1,2,8.948237428837846
91,2023-01-01,Sunday,1,Sunny,Residential,9.469002129760092,3,1,2,8.948237428837846
92,2023-01-01,Sunday,1,Sunny,Residential,6.091005476077159,3,1,2,8.948237428837846
93,2023-01-01,Sunday,1,Sunny,Residential,6.497641150672143,3,1,2,8.948237428837846
94,2023-01-01,Sunday,1,Sunny,Residential,5.739143893758939,3,1,2,8.948237428837846
95,2023-01-01,Sunday,1,Sunny,Residential,9.539954719861587,3,1,2,8.948237428837846
96,2023-01-01,Sunday,1,Sunny,Residential,10.536779044807805,3,1,2,8.948237428837846
97,2023-01-01,Sunday,1,Sunny,Residential,8.848972488112901,3,1,2,8.948237428837846
98,2023-01-01,Sunday,1,Sunny,Residential,9.88107116992402,3,1,2,8.948237428837846
99,2023-01-01,Sunday,1,Sunny,Residential,6.264717820041251,3,1,2,8.948237428837846
100,2023-01-01,Sunday,1,Sunny,Residential,8.291723704856619,3,1,2,8.948237428837846
1,2023-01-02,Monday,0,Sunny,Residential,9.75734709638179,1,1,2,5.162499082817194
2,2023-01-02,Monday,0,Sunny,Commercial,14.52081098361238,1,0,2,17.08498323467884
3,2023-01-02,Monday,0,Sunny,Residential,10.418763941373268,1,1,2,9.807064981251685
4,2023-01-02,Monday,0,Sunny,Residential,9.075920007383992,1,1,2,8.038000662124299
5,2023-01-02,Monday,0,Sunny,Residential,13.468844318123484,1,1,2,6.93116709265299
6,2023-01-02,Monday,0,Sunny,Residential,8.187530860303893,1,1,2,5.009892258371329
7,2023-01-02,Monday,0,Sunny,Residential,5.187189465636902,1,1,2,6.4214833426041595
8,2023-01-02,Monday,0,Sunny,Commercial,14.930940687810383,1,0,2,16.487422567542453
9,2023-01-02,Monday,0,Sunny,Residential,6.073968747867747,1,1,2,7.575677156576747
10,2023-01-02,Monday,0,Sunny,Residential,9.954360001626146,1,1,2,7.146262411920555
11,2023-01-02,Monday,0,Sunny,Residential,8.083960128940046,1,1,2,9.00289666304961
12,2023-01-02,Monday,0,Sunny,Commercial,14.725456365804368,1,0,2,17.316373305864055
13,2023-01-02,Monday,0,Sunny,Commercial,14.75173522223668,1,0,2,15.514233740112559
14,2023-01-02,Monday,0,Sunny,Residential,9.480681635895477,1,1,2,8.629025791726344
15,2023-01-02,Monday,0,Sunny,Residential,7.095075535310661,1,1,2,10.743724267099553
16,2023-01-02,Monday,0,Sunny,Residential,9.554099589807215,1,1,2,8.351106587909666
17,2023-01-02,Monday,0,Sunny,Residential,10.091142336692634,1,1,2,7.381422907110845
18,2023-01-02,Monday,0,Sunny,Residential,7.315716574789238,1,1,2,9.34625100554795
19,2023-01-02,Monday,0,Sunny,Residential,6.147906761577044,1,1,2,7.486739634614891
20,2023-01-02,Monday,0,Sunny,Residential,6.974069364728757,1,1,2,7.264348551734478
21,2023-01-02,Monday,0,Sunny,Residential,9.420218480727907,1,1,2,10.547467240279111
22,2023-01-02,Monday,0,Sunny,Residential,8.184957743102194,1,1,2,7.41609465834876
23,2023-01-02,Monday,0,Sunny,Residential,9.260149877202014,1,1,2,2.68964790487306
24,2023-01-02,Monday,0,Sunny,Residential,11.525874944606457,1,1,2,8.691035887777533
25,2023-01-02,Monday,0,Sunny,Residential,8.461907445890265,1,1,2,7.208967096839413
26,2023-01-02,Monday,0,Sunny,Residential,6.382126217219278,1,1,2,7.421726287060116
27,2023-01-02,Monday,0,Sunny,Residential,10.114847017724752,1,1,2,8.90587265306702
28,2023-01-02,Monday,0,Sunny,Residential,8.102721718959272,1,1,2,7.667878183297869
29,2023-01-02,Monday,0,Sunny,Residential,9.744894315320906,1,1,2,8.42987766018951
30,2023-01-02,Monday,0,Sunny,Residential,10.132397088195477,1,1,2,3.95537013360853
31,2023-01-02,Monday,0,Sunny,Residential,6.081983807146442,1,1,2,6.113886383065475
32,2023-01-02,Monday,0,Sunny,Residential,10.764009208343886,1,1,2,10.807917477318586
33,2023-01-02,Monday,0,Sunny,Residential,9.810243919913118,1,1,2,7.9628983909767195
34,2023-01-02,Monday,0,Sunny,Commercial,13.792191255030943,1,0,2,11.652990756019554
35,2023-01-02,Monday,0,Sunny,Commercial,15.608898239741706,1,0,2,12.854936331128684
36,2023-01-02,Monday,0,Sunny,Commercial,15.514414981960213,1,0,2,13.01482764119362
37,2023-01-02,Monday,0,Sunny,Residential,8.047863628931674,1,1,2,8.204695365099333
38,2023-01-02,Monday,0,Sunny,Residential,9.743827977624786,1,1,2,7.134781438903974
39,2023-01-02,Monday,0,Sunny,Residential,10.874712656667054,1,1,2,6.681635395127044
40,2023-01-02,Monday,0,Sunny,Residential,8.014612745481264,1,1,2,8.007874608862805
41,2023-01-02,Monday,0,Sunny,Residential,10.661762655944171,1,1,2,8.955508198867054
42,2023-01-02,Monday,0,Sunny,Residential,9.976405221008223,1,1,2,7.481942710522219
43,2023-01-02,Monday,0,Sunny,Residential,8.46459231635281,1,1,2,6.850581584773201
44,2023-01-02,Monday,0,Sunny,Commercial,15.352361844104642,1,0,2,14.157003559320232
45,2023-01-02,Monday,0,Sunny,Residential,5.69486925667997,1,1,2,8.679641928373288
46,2023-01-02,Monday,0,Sunny,Residential,4.9984632135856515,1,1,2,7.985239700110854
47,2023-01-02,Monday,0,Sunny,Residential,8.330045596218676,1,1,2,9.534593677412808
48,2023-01-02,Monday,0,Sunny,Residential,6.288142164341264,1,1,2,5.700414845011283
49,2023-01-02,Monday,0,Sunny,Residential,7.920727715920762,1,1,2,6.449327788086112
50,2023-01-02,Monday,0,Sunny,Residential,6.930674516299872,1,1,2,9.546281711778498
51,2023-01-02,Monday,0,Sunny,Commercial,11.423006990039006,1,0,2,13.396344313300613
52,2023-01-02,Monday,0,Sunny,Residential,8.714609083873269,1,1,2,10.768031437865357
53,2023-01-02,Monday,0,Sunny,Commercial,14.170936389220216,1,0,2,17.810410611756375
54,2023-01-02,Monday,0,Sunny,Commercial,15.16039742508163,1,0,2,17.784651506983806
55,2023-01-02,Monday,0,Sunny,Residential,6.213759452741554,1,1,2,6.238718362940461
56,2023-01-02,Monday,0,Sunny,Commercial,14.330365505210533,1,0,2,15.153789897169142
57,2023-01-02,Monday,0,Sunny,Residential,11.120760282265758,1,1,2,7.013135035593347
58,2023-01-02,Monday,0,Sunny,Residential,8.257102000142162,1,1,2,9.846325216683905
59,2023-01-02,Monday,0,Sunny,Residential,9.099152690125335,1,1,2,11.413209907356924
60,2023-01-02,Monday,0,Sunny,Residential,5.45825638624792,1,1,2,9.747178831270759
61,2023-01-02,Monday,0,Sunny,Residential,12.778071914784924,1,1,2,8.018288691480274
62,2023-01-02,Monday,0,Sunny,Residential,11.686827516641067,1,1,2,7.268921406334915
63,2023-01-02,Monday,0,Sunny,Commercial,17.72687098190341,1,0,2,16.298173465258213
64,2023-01-02,Monday,0,Sunny,Residential,9.65753195520975,1,1,2,5.5542529266493865
65,2023-01-02,Monday,0,Sunny,Residential,8.030286556519728,1,1,2,9.07267206476413
66,2023-01-02,Monday,0,Sunny,Residential,8.884148033733464,1,1,2,6.170618137477446
67,2023-01-02,Monday,0,Sunny,Residential,10.096039487989904,1,1,2,9.24109643192347
68,2023-01-02,Monday,0,Sunny,Commercial,13.742860505048586,1,0,2,14.678125246273874
69,2023-01-02,Monday,0,Sunny,Residential,7.111002511561635,1,1,2,7.223471202046772
70,2023-01-02,Monday,0,Sunny,Commercial,11.661735281818936,1,0,2,13.228975252342302
71,2023-01-02,Monday,0,Sunny,Residential,6.45636184448649,1,1,2,7.286509948463611
72,2023-01-02,Monday,0,Sunny,Residential,11.322603461216309,1,1,2,9.11224359706793
73,2023-01-02,Monday,0,Sunny,Residential,7.331505817699265,1,1,2,10.087721221837317
74,2023-01-02,Monday,0,Sunny,Commercial,14.364306186978833,1,0,2,16.05289632266939
75,2023-01-02,Monday,0,Sunny,Residential,8.635534064874237,1,1,2,10.72777304883421
76,2023-01-02,Monday,0,Sunny,Residential,4.775545385650953,1,1,2,13.078325432538666
77,2023-01-02,Monday,0,Sunny,Residential,9.890763380175134,1,1,2,7.351018084342213
78,2023-01-02,Monday,0,Sunny,Residential,10.53281371074575,1,1,2,7.58826656580899
79,2023-01-02,Monday,0,Sunny,Residential,8.754592530920819,1,1,2,5.119917104632404
80,2023-01-02,Monday,0,Sunny,Residential,11.30270197295898,1,1,2,10.38145451222728
81,2023-01-02,Monday,0,Sunny,Commercial,12.346336467728205,1,0,2,17.598793628528973
82,2023-01-02,Monday,0,Sunny,Residential,11.687431595503693,1,1,2,6.2657076879008935
83,2023-01-02,Monday,0,Sunny,Residential,6.538517193540693,1,1,2,9.23528169102229
84,2023-01-02,Monday,0,Sunny,Residential,5.44016053347374,1,1,2,10.43414159396022
85,2023-01-02,Monday,0,Sunny,Residential,7.525216077586662,1,1,2,8.45257653899775
86,2023-01-02,Monday,0,Sunny,Residential,11.744011360944608,1,1,2,9.694802865153278
87,2023-01-02,Monday,0,Sunny,Residential,7.961115718200904,1,1,2,8.349666023982943
88,2023-01-02,Monday,0,Sunny,Residential,6.134816686877838,1,1,2,5.566290215281522
89,2023-01-02,Monday,0,Sunny,Commercial,12.41011505104028,1,0,2,17.09869478464173
90,2023-01-02,Monday,0,Sunny,Residential,7.789762990507173,1,1,2,10.650211323028401
91,2023-01-02,Monday,0,Sunny,Residential,4.010076856884702,1,1,2,9.469002129760092
92,2023-01-02,Monday,0,Sunny,Residential,5.39961431681312,1,1,2,6.091005476077159
93,2023-01-02,Monday,0,Sunny,Residential,11.086135303718168,1,1,2,6.497641150672143
94,2023-01-02,Monday,0,Sunny,Residential,10.646527614302473,1,1,2,5.739143893758939
95,2023-01-02,Monday,0,Sunny,Residential,7.743175706920583,1,1,2,9.539954719861587
96,2023-01-02,Monday,0,Sunny,Residential,7.068670457490907,1,1,2,10.536779044807805
97,2023-01-02,Monday,0,Sunny,Residential,8.117017804613688,1,1,2,8.848972488112901
98,2023-01-02,Monday,0,Sunny,Residential,12.695993856900646,1,1,2,9.88107116992402
99,2023-01-02,Monday,0,Sunny,Residential,8.80995101754105,1,1,2,6.264717820041251
100,2023-01-02,Monday,0,Sunny,Residential,9.819476349919634,1,1,2,8.291723704856619
1,2023-01-03,Tuesday,0,Sunny,Residential,7.595084948336898,5,1,2,9.75734709638179
2,2023-01-03,Tuesday,0,Sunny,Commercial,15.121793214234321,5,0,2,14.52081098361238
3,2023-01-03,Tuesday,0,Sunny,Residential,9.294325393574088,5,1,2,10.418763941373268
4,2023-01-03,Tuesday,0,Sunny,Residential,8.252189655648058,5,1,2,9.075920007383992
5,2023-01-03,Tuesday,0,Sunny,Residential,4.205246035022684,5,1,2,13.468844318123484
6,2023-01-03,Tuesday,0,Sunny,Residential,10.561081523354927,5,1,2,8.187530860303893
7,2023-01-03,Tuesday,0,Sunny,Residential,6.7697326444573385,5,1,2,5.187189465636902
8,2023-01-03,Tuesday,0,Sunny,Commercial,19.222635283232503,5,0,2,14.930940687810383
9,2023-01-03,Tuesday,0,Sunny,Residential,9.373697025531943,5,1,2,6.073968747867747
10,2023-01-03,Tuesday,0,Sunny,Residential,8.141944831279492,5,1,2,9.954360001626146
11,2023-01-03,Tuesday,0,Sunny,Residential,8.878654280206868,5,1,2,8.083960128940046
12,2023-01-03,Tuesday,0,Sunny,Commercial,14.783004222872973,5,0,2,14.725456365804368
13,2023-01-03,Tuesday,0,Sunny,Commercial,14.027134467895278,5,0,2,14.75173522223668
14,2023-01-03,Tuesday,0,Sunny,Residential,8.41519652257144,5,1,2,9.480681635895477
15,2023-01-03,Tuesday,0,Sunny,Residential,9.769980934373331,5,1,2,7.095075535310661
16,2023-01-03,Tuesday,0,Sunny,Residential,7.070940502710064,5,1,2,9.554099589807215
17,2023-01-03,Tuesday,0,Sunny,Residential,6.755525670187442,5,1,2,10.091142336692634
18,2023-01-03,Tuesday,0,Sunny,Residential,7.28902271816728,5,1,2,7.315716574789238
19,2023-01-03,Tuesday,0,Sunny,Residential,9.90402218769339,5,1,2,6.147906761577044
20,2023-01-03,Tuesday,0,Sunny,Residential,10.905100494924742,5,1,2,6.974069364728757
21,2023-01-03,Tuesday,0,Sunny,Residential,8.724027823884942,5,1,2,9.420218480727907
22,2023-01-03,Tuesday,0,Sunny,Residential,9.162628268071447,5,1,2,8.184957743102194
23,2023-01-03,Tuesday,0,Sunny,Residential,6.740598285469774,5,1,2,9.260149877202014
24,2023-01-03,Tuesday,0,Sunny,Residential,9.753509299904652,5,1,2,11.525874944606457
25,2023-01-03,Tuesday,0,Sunny,Residential,9.103474020930149,5,1,2,8.461907445890265
26,2023-01-03,Tuesday,0,Sunny,Residential,6.579744084145032,5,1,2,6.382126217219278
27,2023-01-03,Tuesday,0,Sunny,Residential,4.424656776136436,5,1,2,10.114847017724752
28,2023-01-03,Tuesday,0,Sunny,Residential,5.558859791436291,5,1,2,8.102721718959272
29,2023-01-03,Tuesday,0,Sunny,Residential,6.661594543637574,5,1,2,9.744894315320906
30,2023-01-03,Tuesday,0,Sunny,Residential,10.32387463549355,5,1,2,10.132397088195477
31,2023-01-03,Tuesday,0,Sunny,Residential,11.105719551678652,5,1,2,6.081983807146442
32,2023-01-03,Tuesday,0,Sunny,Residential,7.120964249051445,5,1,2,10.764009208343886
33,2023-01-03,Tuesday,0,Sunny,Residential,7.1841692944574085,5,1,2,9.810243919913118
34,2023-01-03,Tuesday,0,Sunny,Commercial,15.523246111944932,5,0,2,13.792191255030943
35,2023-01-03,Tuesday,0,Sunny,Commercial,15.02429301814645,5,0,2,15.608898239741706
36,2023-01-03,Tuesday,0,Sunny,Commercial,16.86186816794816,5,0,2,15.514414981960213
37,2023-01-03,Tuesday,0,Sunny,Residential,6.95362381282578,5,1,2,8.047863628931674
38,2023-01-03,Tuesday,0,Sunny,Residential,9.898285975561997,5,1,2,9.743827977624786
39,2023-01-03,Tuesday,0,Sunny,Residential,7.5215504042604895,5,1,2,10.874712656667054
40,2023-01-03,Tuesday,0,Sunny,Residential,9.707949422135712,5,1,2,8.014612745481264
41,2023-01-03,Tuesday,0,Sunny,Residential,7.4579190754229145,5,1,2,10.661762655944171
42,2023-01-03,Tuesday,0,Sunny,Residential,6.773810634183244,5,1,2,9.976405221008223
43,2023-01-03,Tuesday,0,Sunny,Residential,11.824635279679942,5,1,2,8.46459231635281
44,2023-01-03,Tuesday,0,Sunny,Commercial,17.130454165093838,5,0,2,15.352361844104642
45,2023-01-03,Tuesday,0,Sunny,Residential,4.415909799729571,5,1,2,5.69486925667997
46,2023-01-03,Tuesday,0,Sunny,Residential,7.106452976420185,5,1,2,4.9984632135856515
47,2023-01-03,Tuesday,0,Sunny,Residential,10.409845843557148,5,1,2,8.330045596218676
48,2023-01-03,Tuesday,0,Sunny,Residential,5.606679061572956,5,1,2,6.288142164341264
49,2023-01-03,Tuesday,0,Sunny,Residential,9.541356659046222,5,1,2,7.920727715920762
50,2023-01-03,Tuesday,0,Sunny,Residential,9.334112206939583,5,1,2,6.930674516299872
51,2023-01-03,Tuesday,0,Sunny,Commercial,13.601706843816165,5,0,2,11.423006990039006
52,2023-01-03,Tuesday,0,Sunny,Residential,7.982365907508385,5,1,2,8.714609083873269
53,2023-01-03,Tuesday,0,Sunny,Commercial,10.819964502739442,5,0,2,14.170936389220216
54,2023-01-03,Tuesday,0,Sunny,Commercial,18.540863033133437,5,0,2,15.16039742508163
55,2023-01-03,Tuesday,0,Sunny,Residential,7.381814981606157,5,1,2,6.213759452741554
56,2023-01-03,Tuesday,0,Sunny,Commercial,16.607626102752516,5,0,2,14.330365505210533
57,2023-01-03,Tuesday,0,Sunny,Residential,9.22768268295085,5,1,2,11.120760282265758
58,2023-01-03,Tuesday,0,Sunny,Residential,10.715761576199977,5,1,2,8.257102000142162
59,2023-01-03,Tuesday,0,Sunny,Residential,7.13339318619488,5,1,2,9.099152690125335
60,2023-01-03,Tuesday,0,Sunny,Residential,8.407645455054935,5,1,2,5.45825638624792
61,2023-01-03,Tuesday,0,Sunny,Residential,9.118218405229054,5,1,2,12.778071914784924
62,2023-01-03,Tuesday,0,Sunny,Residential,9.74508318286096,5,1,2,11.686827516641067
63,2023-01-03,Tuesday,0,Sunny,Commercial,17.308708676817847,5,0,2,17.72687098190341
64,2023-01-03,Tuesday,0,Sunny,Residential,7.045236538849358,5,1,2,9.65753195520975
65,2023-01-03,Tuesday,0,Sunny,Residential,6.671545113391154,5,1,2,8.030286556519728
66,2023-01-03,Tuesday,0,Sunny,Residential,10.720222732496342,5,1,2,8.884148033733464
67,2023-01-03,Tuesday,0,Sunny,Residential,3.925848130055722,5,1,2,10.096039487989904
68,2023-01-03,Tuesday,0,Sunny,Commercial,18.140064561085346,5,0,2,13.742860505048586
69,2023-01-03,Tuesday,0,Sunny,Residential,7.395351515847384,5,1,2,7.111002511561635
70,2023-01-03,Tuesday,0,Sunny,Commercial,14.990874342019408,5,0,2,11.661735281818936
71,2023-01-03,Tuesday,0,Sunny,Residential,6.635314797759692,5,1,2,6.45636184448649
72,2023-01-03,Tuesday,0,Sunny,Residential,7.903609028928374,5,1,2,11.322603461216309
73,2023-01-03,Tuesday,0,Sunny,Residential,10.542276451961829,5,1,2,7.331505817699265
74,2023-01-03,Tuesday,0,Sunny,Commercial,16.54172620292808,5,0,2,14.364306186978833
75,2023-01-03,Tuesday,0,Sunny,Residential,8.98537296760081,5,1,2,8.635534064874237
76,2023-01-03,Tuesday,0,Sunny,Residential,8.177746012263487,5,1,2,4.775545385650953
77,2023-01-03,Tuesday,0,Sunny,Residential,5.108780055055835,5,1,2,9.890763380175134
78,2023-01-03,Tuesday,0,Sunny,Residential,6.31172617296452,5,1,2,10.53281371074575
79,2023-01-03,Tuesday,0,Sunny,Residential,7.313597526737664,5,1,2,8.754592530920819
80,2023-01-03,Tuesday,0,Sunny,Residential,8.915352908857678,5,1,2,11.30270197295898
81,2023-01-03,Tuesday,0,Sunny,Commercial,15.139305329037757,5,0,2,12.346336467728205
82,2023-01-03,Tuesday,0,Sunny,Residential,9.96700861271693,5,1,2,11.687431595503693
83,2023-01-03,Tuesday,0,Sunny,Residential,8.947254775455129,5,1,2,6.538517193540693
84,2023-01-03,Tuesday,0,Sunny,Residential,8.108701155877142,5,1,2,5.44016053347374
85,2023-01-03,Tuesday,0,Sunny,Residential,12.551522595134408,5,1,2,7.525216077586662
86,2023-01-03,Tuesday,0,Sunny,Residential,8.812453370099856,5,1,2,11.744011360944608
87,2023-01-03,Tuesday,0,Sunny,Residential,7.136115596783256,5,1,2,7.961115718200904
88,2023-01-03,Tuesday,0,Sunny,Residential,11.71993401297386,5,1,2,6.134816686877838
89,2023-01-03,Tuesday,0,Sunny,Commercial,17.400823096826798,5,0,2,12.41011505104028
90,2023-01-03,Tuesday,0,Sunny,Residential,11.63217558048763,5,1,2,7.789762990507173
91,2023-01-03,Tuesday,0,Sunny,Residential,7.77813612874098,5,1,2,4.010076856884702
92,2023-01-03,Tuesday,0,Sunny,Residential,9.952618252962205,5,1,2,5.39961431681312
93,2023-01-03,Tuesday,0,Sunny,Residential,5.094301081855278,5,1,2,11.086135303718168
